Season Number,Startup Name,Industry_Cleaned,Pitchers City,Pitchers State,Pitchers Average Age,Gross Margin,Net Margin,Yearly Revenue_M_INR,Monthly Sales_M_INR,Original Ask Amount_M_INR,Valuation Requested_M_INR,Total Deal Amount_M_INR,Deal Valuation_M_INR,Total Deal Equity,Total Deal Debt_M_INR,Royalty Percentage,Number of Sharks in Deal,Deal_Success_Flag,Received Offer,Accepted Offer,Number of Presenters,Male Presenters,Female Presenters,Couple Presenters,Founder_Type,Namita Investment Amount_M_INR,Vineeta Investment Amount_M_INR,Anupam Investment Amount_M_INR,Aman Investment Amount_M_INR,Peyush Investment Amount_M_INR,Ritesh Investment Amount_M_INR,Amit Investment Amount_M_INR,Guest Investment Amount_M_INR
3,AlienVersions,Vehicles/Electrical Vehicles,"Itanagar,Dehradun","Arunachal Pradesh,Uttarakhand",Young,,,0.0,0.0,5.0,100.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Rocca,F&B,Nagpur,Maharashtra,Young,60.0,,25.0,0.95,6.0,150.0,3.0,120.0,2.5,3.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3,KikoLive,Technology/Software,Mumbai,Maharashtra,Middle,,,2.5,0.3,10.0,1000.0,0.0,0.0,,0.0,,,0,0,,3,2.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Melooha,Other,Bangalore,Karnataka,Middle,,,0.0,0.0,8.0,400.0,0.0,0.0,,0.0,,,0,0,,3,2.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,FUTRStudios,Technology/Software,"Chandigarh,Ahmedabad","Punjab,Gujarat",Middle,,,4.6,0.0,10.0,400.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Allter,Lifestyle/Home,Delhi,Delhi,Middle,,,100.0,0.0,10.0,400.0,10.0,250.0,4.0,0.0,,3.0,1,1,1.0,1,,1.0,0,Female Team,0.0,0.0,3.3329999999999997,3.3329999999999997,0.0,3.3329999999999997,0.0,0.0
3,FirstBudOrganics,F&B,Deoghar,Jharkhand,Middle,,,15.0,2.2,5.0,71.42857143,5.0,50.0,10.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
3,Shararat,Lifestyle/Home,Noida,Uttar Pradesh,Middle,,,33.0,2.7,6.0,85.71428571,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Competishun,Education/Kids,Jaipur,Rajasthan,Middle,,,102.5,0.0,20.0,2000.0,0.0,0.0,,0.0,,,0,0,,3,3.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,BombayClosetCleanse,Beauty/Fashion,Mumbai,Maharashtra,Young,,15.0,19.0,2.0,10.0,400.0,0.0,0.0,,0.0,,,0,0,,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,KioskKaffee,F&B,Pune,Maharashtra,Middle,,9.0,84.0,0.0,9.0,300.0,0.0,0.0,,0.0,,,0,0,,3,3.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NeonAttack,Lifestyle/Home,Hyderabad,Telangana,Young,,15.0,100.0,6.3,7.5,250.0,5.0,250.0,2.0,2.5,2.0,2.0,1,1,1.0,2,2.0,,0,Male Team,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
3,PTal,Lifestyle/Home,Amritsar,Punjab,Young,,,39.8,0.0,5.0,500.0,10.0,312.5,3.2,0.0,,5.0,1,1,1.0,3,2.0,1.0,0,Mixed Team,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0
3,RoadPilot,Technology/Software,Lucknow,Uttar Pradesh,Middle,,,0.0,0.0,8.0,160.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SmartMop,Lifestyle/Home,Mysuru,Karnataka,Young,,,0.0,0.0,1.5,150.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Lea,Beauty/Fashion,Noida,Uttar Pradesh,Middle,80.0,,30.0,6.0,10.0,500.0,10.0,250.0,4.0,0.0,2.0,4.0,1,1,1.0,2,,2.0,0,Female Team,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5
3,$KrishnaRama,Other,Hyderabad,Telangana,Middle,,,0.0,0.0,20.0,66.66666667,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Rentit4me,Business Services,Gurugram,Haryana,Middle,36.0,12.0,14.2,2.3,15.0,300.0,0.0,0.0,,0.0,,,0,0,,3,1.0,2.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,CoolTheGlobe,Other,Pune,Maharashtra,Middle,,,0.0,0.0,2.5,50.0,2.5,31.25,8.0,0.0,,2.0,1,1,1.0,1,,1.0,0,Female Team,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.25
3,Canvaloop,Other,Surat,Gujarat,Middle,,,32.0,12.0,10.0,751.8796992,20.0,500.0,4.0,0.0,,5.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,4.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0
3,DigitalPaani,Other,Jaipur,Rajasthan,Middle,30.0,,22.0,0.0,7.0,700.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,FAEBeauty,Beauty/Fashion,Mumbai,Maharashtra,Middle,,,100.0,0.0,10.0,1000.0,10.0,666.6666667000001,1.5,0.0,,2.0,1,1,1.0,1,0.0,1.0,0,Female Team,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4,CONFECT,F&B,Delhi,Delhi,Middle,,,0.0,12.5,10.0,1000.0,10.0,500.0,2.0,0.0,2.0,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Indulge,Technology/Software,Goa,Goa,Middle,,,0.0,3.0,5.0,500.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BLFabric,Beauty/Fashion,Surat,Gujarat,Middle,,10.0,52.5,24.0,10.0,500.0,10.0,200.0,5.0,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
4,CultureCircle,Beauty/Fashion,Gurugram,Haryana,Young,,,0.0,4.4,12.0,2400.0,30.0,1000.0,3.0,0.0,,2.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
4,NexeraHealth,Medical/Health,Jaipur,Rajasthan,Young,,,0.0,0.0,7.5,750.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,NOOE,Technology/Software,"Delhi,Pune","Delhi,Maharashtra",Middle,,40.0,0.0,5.0,5.0,500.0,50.0,98.03921569,51.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
4,GoZero,F&B,Mumbai,Maharashtra,Middle,70.0,,0.0,33.0,10.0,1000.0,10.0,666.6666667000001,1.5,0.0,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
4,CurveElectric,Technology/Software,Srinagar,Jammu & Kashmir,Middle,,,0.0,0.0,50.0,1000.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Gudworld,F&B,Aurangabad,Maharashtra,Young,,,60.0,6.9,5.0,250.0,5.0,100.0,5.0,0.0,,1.0,1,1,1.0,2,0.0,2.0,0,Female Team,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4,airth,Lifestyle/Home,Delhi,Delhi,Middle,,,60.0,4.0,6.0,600.0,10.0,270.2702703,3.7,0.0,,2.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
4,OneDios,Lifestyle/Home,Noida,Uttar Pradesh,Middle,,,35.7,0.0,7.5,500.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,InnerGize,Medical/Health,Delhi,Delhi,Middle,,,0.0,0.0,5.4,360.0,10.0,238.09523810000002,4.2,0.0,,3.0,1,1,1.0,3,2.0,1.0,0,Mixed Team,0.0,0.0,0.0,3.3333,0.0,3.3333,0.0,3.3333
4,PersonalTouchSkincare,Beauty/Fashion,Panipat,Haryana,Middle,,,120.0,0.0,12.0,1200.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,KIWIKisanWindow,Lifestyle/Home,Dehradun,Uttarakhand,Middle,,,50.6,0.0,5.0,500.0,25.0,250.0,10.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
4,TripoleGear,Fitness/Sports/Outdoors,Delhi,Delhi,Middle,47.0,,142.0,16.0,10.0,1000.0,7.5,652.173913,1.15,2.5,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
4,Neosapien,Technology/Software,"Gwalior,Indore",Madhya Pradesh,Young,,,0.0,0.0,8.0,320.0,8.0,200.0,4.0,0.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,MissCheesecake,F&B,Jodhpur,Rajasthan,Young,50.0,35.0,0.0,85.0,3.0,60.0,0.0,0.0,,0.0,,,0,1,0.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SpeedKitchen,F&B,Delhi,Delhi,Middle,,2.0,55.0,0.0,20.0,666.6666667000001,20.0,333.3333333,6.0,0.0,,3.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,6.6659999999999995,0.0,13.333000000000002
4,MudgarClub,Fitness/Sports/Outdoors,,Haryana,Middle,,,0.0,1.0,5.0,50.0,5.0,40.0,12.5,0.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4,ImagiMake,Education/Kids,Mumbai,Maharashtra,Middle,,,560.0,0.0,15.0,3000.0,0.0,0.0,,0.0,,,0,1,0.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BeastLife,Medical/Health,"Kanpur,Lucknow",Uttar Pradesh,Middle,,,0.0,2.3,10.0,1000.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,GoDevil,Beauty/Fashion,Gurugram,Haryana,Young,60.0,,27.5,5.1,8.0,400.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Havintha,Beauty/Fashion,Indore,Madhya Pradesh,Middle,,,50.0,6.2,5.0,250.0,0.0,0.0,,0.0,,,0,1,0.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,NurturingGreen,Lifestyle/Home,Lucknow,Uttar Pradesh,Middle,,,280.0,40.0,10.0,1000.0,5.0,400.0,1.25,5.0,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4,kyari,Lifestyle/Home,Indore,Madhya Pradesh,Middle,70.0,,104.8,26.3,8.0,1000.0,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ProjectClay,Education/Kids,Goa,Goa,Young,,,0.0,0.0,1.5,15.0,1.5,15.0,10.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,DeniBikes,Vehicles/Electrical Vehicles,Pune,Maharashtra,Young,,,0.0,0.0,3.0,30.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PrettyLittleShop,Lifestyle/Home,Mumbai,Maharashtra,Young,77.0,62.0,0.0,8.6,3.0,30.0,0.0,0.0,,0.0,,,0,0,,1,0.0,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Aquapeya,Lifestyle/Home,Sangli,Maharashtra,Middle,,,120.0,0.0,7.0,350.0,7.0,233.3333333,3.0,0.0,1.0,2.0,1,1,1.0,2,2.0,0.0,0,Male Team,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0
4,Jarsh,Manufacturing,Hyderabad,Telangana,Middle,,,0.0,5.0,5.0,500.0,5.0,333.3333333,1.5,0.0,,1.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4,DACBY,Beauty/Fashion,Kanpur,Uttar Pradesh,Middle,24.0,,0.0,3.0,7.5,340.9090909,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Shyle,Beauty/Fashion,Jaipur,Rajasthan,Middle,,,150.0,12.0,7.0,700.0,7.0,466.66666670000006,1.5,0.0,0.5,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0
4,SavaniHeritage,Business Services,Mumbai,Maharashtra,Middle,,9.0,1240.0,0.0,30.0,3000.0,10.0,1250.0,0.8,20.0,,1.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
4,SNEAKINN,Beauty/Fashion,Gurugram,Haryana,Middle,43.0,,59.0,0.0,9.0,300.0,9.0,138.46153850000002,6.5,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
4,fupro,Medical/Health,Chandigarh,"Punjab,Kerala",Young,45.0,,25.0,0.0,6.0,600.0,6.0,150.0,4.0,0.0,,3.0,1,1,1.0,2,2.0,0.0,0,Male Team,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
4,Kanvas,Beauty/Fashion,Mumbai,Maharashtra,Young,,15.0,7.7,0.0,6.0,100.0,0.0,0.0,,0.0,,,0,0,,1,0.0,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ezo,Manufacturing,Akola,Maharashtra,Middle,,,120.0,0.0,5.0,1515.151515,0.0,0.0,,0.0,,,0,0,,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Seven,Technology/Software,Mumbai,Maharashtra,Middle,,,6.1,0.0,7.5,750.0,7.5,500.0,1.5,0.0,,3.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5
4,TheFutureAnimations,Technology/Software,Delhi,Delhi,Young,,40.0,16.0,0.8,5.0,200.0,5.0,50.0,10.0,0.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4,Aignosis,Technology/Software,Jaipur,Rajasthan,Young,,,0.0,0.0,5.0,125.0,10.0,125.0,8.0,0.0,,3.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,3.3333,3.3333,0.0,0.0,3.3333
4,Rosha,Manufacturing,Delhi,Delhi,Middle,,15.0,80.0,0.0,6.0,600.0,6.0,150.0,4.0,0.0,1.5,2.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
4,MakeMyPayment,Technology/Software,Ujjain,Madhya Pradesh,Middle,,,0.0,0.0,3.0,100.0,0.0,0.0,,0.0,,,0,0,,4,3.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PatchUp,Medical/Health,Delhi,Delhi,Middle,90.0,,0.0,0.0,5.0,285.7142857,5.0,220.2643172,2.27,0.0,,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
4,tikitoro,Beauty/Fashion,Chennai,Tamil Nadu,Middle,68.0,,85.0,0.0,2.5,500.0,2.5,250.0,1.0,0.0,0.5,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Ashva,Medical/Health,Ghaziabad,Uttar Pradesh,Young,49.0,,7.0,0.0,5.0,400.0,5.0,125.0,4.0,0.0,,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AseemShakti,Beauty/Fashion,Mumbai,Maharashtra,Middle,,20.0,13.0,0.0,5.0,200.0,5.0,50.0,10.0,0.0,,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
4,RBDMachineTools,Other,Jaipur,Rajasthan,Middle,,8.0,143.7,26.7,10.0,1000.0,5.0,500.0,1.0,5.0,,2.0,1,1,1.0,2,2.0,0.0,0,Male Team,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0
4,MidasPaint,Other,Pune,Maharashtra,Middle,,,0.0,0.0,30.0,600.0,0.0,0.0,,0.0,,,0,0,,4,4.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,GoodlandPickleball,Fitness/Sports/Outdoors,Mumbai,Maharashtra,Middle,,,27.0,0.0,8.0,200.0,8.0,133.3333333,6.0,0.0,0.5,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
4,TheNaturikCo,F&B,Panchkula,Haryana,Middle,69.0,,58.2,0.0,5.0,250.0,40.0,180.0180018,22.22,0.0,,5.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0
4,Metashot,Fitness/Sports/Outdoors,Bangalore,Karnataka,Middle,,,81.9,0.0,8.0,533.3333332999999,16.0,320.0,5.0,0.0,,2.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
4,GabruDiChaap,F&B,Hyderabad,Telangana,Middle,,,73.8,9.4,7.0,700.0,14.0,233.3333333,6.0,0.0,1.0,3.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,4.6666,4.6666,0.0,4.6666,0.0,0.0,0.0
4,YaanMan,Beauty/Fashion,Ahmedabad,Gujarat,Young,,,3.5,0.0,5.0,83.33333333,10.0,50.0,20.0,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
4,SonicLamb,Lifestyle/Home,Mangalore,Karnataka,Middle,,,10.0,2.8,5.0,500.0,5.0,500.0,1.0,0.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4,Woolah,F&B,Sivasagar,Assam,Middle,,,20.0,1.9,5.0,301.2048193,5.0,200.0,2.5,0.0,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4,EM5,Beauty/Fashion,Indore,Madhya Pradesh,Middle,70.0,,83.5,17.0,7.0,350.0,10.0,100.0,10.0,0.0,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
4,WomanLikeU,Beauty/Fashion,Bangalore,Karnataka,Middle,,,47.0,7.2,10.0,500.0,10.0,333.3333333,3.0,0.0,2.0,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
4,BookLeafPublishing,Other,"Delhi,Srinagar","Delhi,Jammu & Kashmir",Young,,,32.0,0.0,9.0,180.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Str8bat,Fitness/Sports/Outdoors,Bangalore,Karnataka,Old,,,12.0,1.8,15.0,1500.0,15.0,428.57142860000005,3.5,0.0,,2.0,1,1,1.0,3,3.0,0.0,0,Male Team,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0
4,Ruby'sOrganics,Beauty/Fashion,Mumbai,Maharashtra,Middle,,,45.0,0.0,10.0,400.0,10.0,125.0,8.0,0.0,,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
4,TheGoodDoll,Education/Kids,Ooty,Tamil Nadu,Middle,,,7.0,0.0,5.0,100.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Schickwheel,Manufacturing,Delhi,Delhi,Middle,,,0.0,0.0,7.0,700.0,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ClapStoreToys,Education/Kids,Pune,Maharashtra,Young,,,25.4,6.2,8.0,200.0,10.0,100.0,10.0,0.0,,5.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
4,RahejaSolarFoodProcessing,Manufacturing,Indore,Madhya Pradesh,Middle,15.0,,70.0,0.0,5.0,500.0,17.5,399.543379,4.38,0.0,,3.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,2.5,0.0,0.0,2.5,0.0,0.0,12.5
4,Wanderlooms,Fitness/Sports/Outdoors,Bhopal,Madhya Pradesh,Middle,,,26.1,3.2,5.0,200.0,5.0,125.0,4.0,0.0,,2.0,1,1,1.0,2,2.0,0.0,0,Male Team,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0
4,Ugees,Lifestyle/Home,Noida,Uttar Pradesh,Middle,,,17.5,2.9,5.0,200.0,5.0,125.0,4.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
4,Alt.fCoworking,Business Services,Gurugram,Haryana,Middle,,,300.0,0.0,10.0,1333.333333,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BurgerBae,Beauty/Fashion,"Ludhiana,Kolkata","Punjab,West Bengal",Young,,5.0,118.0,9.2,10.0,400.0,20.0,100.0,20.0,0.0,,3.0,1,1,1.0,3,1.0,2.0,0,Mixed Team,0.0,0.0,6.6666,6.6666,0.0,0.0,0.0,6.6666
4,BobaBhai,F&B,Bangalore,Karnataka,Middle,,,0.0,17.0,5.0,1666.666667,9.0,900.0,1.0,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
4,Hexafun,Beauty/Fashion,"Mumbai,Delhi","Maharashtra,Delhi",Middle,,,32.0,5.7,10.0,250.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,RepeatGud,F&B,Raipur,Chhattisgarh,Young,,,0.0,0.1,5.0,100.0,5.0,50.0,10.0,0.0,,1.0,1,1,1.0,1,0.0,1.0,0,Female Team,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
4,SkateSupplyIndia,Fitness/Sports/Outdoors,Chandigarh,Punjab,Middle,,9.0,8.5,0.0,5.0,250.0,0.0,0.0,,0.0,,,0,1,0.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UtopianDrinks,F&B,Thane,Maharashtra,Middle,,,291.5,0.7,4.0,222.22222219999998,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,GOFIG,Other,Pune,Maharashtra,Middle,35.0,,0.0,0.227,5.0,250.0,0.0,0.0,,0.0,,,0,1,0.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Joyspoon,F&B,Ahmedabad,Gujarat,Young,,,0.0,1.3,4.0,266.6666667,4.0,200.0,2.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
4,bambinos,Education/Kids,Bangalore,Karnataka,Middle,,,11.0,0.0,10.0,1000.0,10.0,666.6666667000001,1.5,0.0,1.0,3.0,1,1,1.0,2,2.0,0.0,0,Male Team,3.3333,0.0,3.3333,0.0,0.0,3.3333,0.0,0.0
4,FundooLabs,Education/Kids,Vadodara,Gujarat,Middle,,,15.0,3.2,6.0,150.0,6.6,94.28571429,7.0,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,3.3,3.3,0.0,0.0,0.0,0.0
4,Gaon,F&B,Champaran,Bihar,Middle,,7.0,55.0,4.9,8.0,200.0,8.0,100.0,8.0,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
4,EriWeave,Beauty/Fashion,Kdonghulu,Meghalaya,Middle,,,1.8,0.22000000000000003,2.0,16.66666667,2.0,16.66666667,12.0,0.0,,2.0,1,1,1.0,2,0.0,2.0,0,Female Team,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,PaleooBakes,F&B,Mumbai,Maharashtra,Middle,,39.0,15.0,0.0,10.0,153.8461538,10.0,111.11111109999999,9.0,0.0,1.0,2.0,1,1,1.0,2,0.0,2.0,0,Female Team,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
4,NeuraSim,Medical/Health,Bangalore,Karnataka,Middle,,,0.0,0.0,10.0,125.0,0.0,0.0,,0.0,,,0,0,,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Offmint,Beauty/Fashion,Samastipur,Bihar,Middle,,,0.0,4.0,1e-05,0.001,1.0,25.0,4.0,0.0,,5.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
