Season Number,Startup Name,Industry_Cleaned,Pitchers City,Pitchers State,Pitchers Average Age,Gross Margin,Net Margin,Yearly Revenue_M_INR,Monthly Sales_M_INR,Original Ask Amount_M_INR,Valuation Requested_M_INR,Total Deal Amount_M_INR,Deal Valuation_M_INR,Total Deal Equity,Total Deal Debt_M_INR,Royalty Percentage,Number of Sharks in Deal,Deal_Success_Flag,Received Offer,Accepted Offer,Number of Presenters,Male Presenters,Female Presenters,Couple Presenters,Founder_Type,Namita Investment Amount_M_INR,Vineeta Investment Amount_M_INR,Anupam Investment Amount_M_INR,Aman Investment Amount_M_INR,Peyush Investment Amount_M_INR,Ritesh Investment Amount_M_INR,Amit Investment Amount_M_INR,Guest Investment Amount_M_INR
3,Vecros,Technology/Software,Delhi,Delhi,Young,,,0.0,0.9,10.0,400.0,2.0,200.0,1.0,8.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3,GudGum,F&B,Bangalore,Karnataka,Young,,,0.0,0.0,5.0,100.0,8.0,80.0,10.0,0.0,4.0,4.0,1,1,1.0,2,2.0,,0,Male Team,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
3,EvaScalp,Medical/Health,Mumbai,Maharashtra,Middle,85.0,,5.9,1.0,3.0,250.0,3.0,166.6666667,1.8,0.0,,3.0,1,1,1.0,1,1.0,,0,Male Team,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3,Elitty,Beauty/Fashion,Gurgaon,Haryana,Middle,36.0,,11.3,1.1,10.0,250.0,0.0,0.0,,0.0,,,0,1,0.0,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HoneyTwigs,F&B,Delhi,Delhi,Middle,,,40.0,3.5,7.5,250.0,7.5,250.0,3.0,0.0,,3.0,1,1,1.0,3,3.0,,0,Male Team,0.0,0.0,2.5,0.0,2.5,2.5,0.0,0.0
3,Koparo,F&B,Delhi,Delhi,Middle,,,45.0,8.0,7.0,700.0,7.0,700.0,1.0,0.0,,2.0,1,1,1.0,1,,1.0,0,Female Team,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0
3,2Ballz,Beauty/Fashion,Indore,Madhya Pradesh,Middle,,,0.0,16.4,3.0,60.0,0.0,0.0,,0.0,,,0,0,,3,3.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,JewelBox,Beauty/Fashion,Kolkata,West Bengal,Middle,,,52.0,0.0,10.0,500.0,20.0,333.3333333,6.0,0.0,,5.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0
3,DaakRoom,Business Services,Delhi,Delhi,Middle,,,9.0,0.0,3.6,90.0,3.6,60.0,6.0,0.0,,1.0,1,1,1.0,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0
3,Nuvedo,F&B,Bangalore,Karnataka,Middle,,,2.5,0.0,5.0,166.6666667,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,WALK,Medical/Health,Mumbai,Maharashtra,Young,,,0.0,0.0,5.0,333.3333333,5.0,217.3913043,2.3,0.0,,2.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0
3,RajaRaniCoaching,Beauty/Fashion,Surat,Gujarat,Young,,,20.0,0.0,13.0,260.0,0.0,0.0,,0.0,,,0,1,0.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,DecodeAge,Medical/Health,Bangalore,Karnataka,Middle,70.0,,110.0,0.0,10.0,800.0,10.0,444.44444439999995,2.25,0.0,1.0,1.0,1,1,1.0,3,3.0,,0,Male Team,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
3,ALittleExtra,Beauty/Fashion,Guwahati,Assam,Middle,,11.0,12.2,0.0,4.8,80.0,6.0,80.0,7.5,0.0,,2.0,1,1,1.0,1,,1.0,0,Female Team,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
3,Assembly,Beauty/Fashion,Gurugram,Haryana,Middle,,,115.0,0.0,8.5,850.0,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NasherMiles,Beauty/Fashion,Mumbai,Maharashtra,Middle,,,570.0,0.0,30.0,4000.0,30.0,2000.0,1.5,0.0,1.0,5.0,1,1,1.0,3,2.0,1.0,1,Mixed Team,6.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0
3,AltCo,F&B,Bangalore,Karnataka,Middle,,,100.0,11.0,15.0,750.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Without,Beauty/Fashion,Pune,Maharashtra,Middle,,,0.0,0.0,7.5,750.0,7.5,250.0,3.0,0.0,,2.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,3.75,0.0,0.0,3.75
3,Kibo,Technology/Software,"Faridabad,Ahmedabad","Haryana,Gujarat",Middle,,30.0,13.5,0.0,6.0,600.0,6.0,100.0,6.0,0.0,,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
3,VOLD,F&B,Ahmednagar,Maharashtra,Young,38.0,25.0,0.0,0.3,5.0,250.0,1.0,10.0,10.0,4.0,3.0,1.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,Quirksmith,Beauty/Fashion,Agra,Uttar Pradesh,Middle,,4.0,60.0,7.5,8.0,800.0,0.0,0.0,,0.0,,,0,1,0.0,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,UrbanSpace,Lifestyle/Home,Ahmedabad,Gujarat,Middle,,,205.0,80.0,18.0,1800.0,0.0,0.0,,0.0,,,0,1,0.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HyperLab,Fitness/Sports/Outdoors,Ahmedabad,Gujarat,Young,,,0.0,0.0,1.0,100.0,2.5,250.0,1.0,0.0,,1.0,1,1,1.0,3,3.0,,0,Male Team,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
3,EcoBiotraps,Other,"Ahmedabad,Pune","Gujarat,Maharashtra",Middle,25.0,4.0,8.4,0.8,5.0,250.0,0.0,0.0,,0.0,,,0,1,0.0,3,2.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Hoora,Technology/Software,Nagpur,Maharashtra,Middle,60.0,,0.0,3.1,8.0,400.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,YesMadam,Beauty/Fashion,Delhi,Delhi,Middle,,,500.0,0.0,15.0,3000.0,15.0,750.0,2.0,0.0,2.0,4.0,1,1,1.0,4,3.0,1.0,0,Mixed Team,0.0,3.75,0.0,3.75,3.75,3.75,0.0,0.0
3,Zerodor,Lifestyle/Home,"Ahmedabad,Mumbai","Gujarat,Maharashtra",Middle,,7.0,28.0,0.0,10.0,333.3333333,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ToffeeCoffeeRoasters,F&B,Bangalore,Karnataka,Middle,62.0,,23.0,3.3,6.0,300.0,3.5,150.2145923,2.33,2.5,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
3,PushSports,Fitness/Sports/Outdoors,Delhi,Delhi,Middle,,,90.0,5.0,8.0,800.0,8.0,200.0,4.0,0.0,2.0,2.0,1,1,1.0,2,2.0,,0,Male Team,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
3,ORBO,Technology/Software,Mumbai,Maharashtra,Middle,,,0.0,1.8,10.0,1333.333333,10.0,1000.0,1.0,0.0,,1.0,1,1,1.0,3,3.0,,0,Male Team,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3,CannazoIndia,Beauty/Fashion,Mumbai,Maharashtra,Middle,,,5.0,1.8,15.0,300.0,0.0,0.0,,0.0,,,0,1,0.0,3,2.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Chefling,F&B,Mumbai,Maharashtra,Young,70.0,45.0,2.0,0.2,4.0,40.0,4.0,25.0,16.0,0.0,,4.0,1,1,1.0,1,1.0,,0,Male Team,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3,IntenseFocus,Beauty/Fashion,,,Middle,60.0,,82.5,10.0,50.0,1000.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,MilletAmma,F&B,Bangalore,Karnataka,Middle,,,22.0,3.3,10.0,333.3333333,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,D'chica,Beauty/Fashion,Delhi,Delhi,Middle,,,103.0,12.0,8.0,800.0,8.0,400.0,2.0,0.0,,2.0,1,1,1.0,2,,2.0,0,Female Team,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Refit,Other,Delhi,Delhi,Middle,14.0,,1870.0,350.0,20.0,4000.0,20.0,2000.0,1.0,0.0,1.0,3.0,1,1,1.0,2,2.0,,0,Male Team,0.0,6.6659999999999995,6.6659999999999995,0.0,0.0,0.0,6.6659999999999995,0.0
3,HouseOfBeautyIndia,Beauty/Fashion,Delhi,Delhi,Middle,,,0.0,4.0,15.0,300.0,0.0,0.0,,0.0,,,0,0,,1,,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Artinci,F&B,Bangalore,Karnataka,Middle,62.0,,44.0,3.3,5.0,285.7142857,5.0,100.0,5.0,0.0,1.0,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3,TheRageRoom,Business Services,Hyderabad,Telangana,Middle,,,0.0,0.0,2.0,6.666666666999999,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Aastey,Beauty/Fashion,"Delhi,Mumbai","Delhi,Maharashtra",Middle,,,0.0,15.0,8.0,400.0,0.0,0.0,,0.0,,,0,0,,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Matri,Medical/Health,Kolkata,West Bengal,Middle,,,0.0,0.0,6.0,150.0,6.0,150.0,4.0,0.0,,2.0,1,1,1.0,2,2.0,,0,Male Team,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3,Rubbabu,Manufacturing,Delhi,Delhi,Old,,,40.0,5.2,20.0,400.0,0.0,0.0,,0.0,,,0,0,,3,1.0,2.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,GulaboJaipur,Beauty/Fashion,Jaipur,Rajasthan,Middle,,,45.0,7.2,9.0,900.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AristaVault,Manufacturing,Delhi,Delhi,Middle,,,36.0,6.5,4.5,300.0,2.0,200.0,1.0,2.5,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3,ToHands,Technology/Software,"Erode,Kanpur","Tamil Nadu,Uttar Pradesh",Young,,,0.0,0.0,5.5,550.0,6.0,300.0,2.0,0.0,,2.0,1,1,1.0,3,3.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3,PlusGold,Technology/Software,Bangalore,Karnataka,Middle,,,0.0,0.0,6.0,600.0,6.0,400.0,1.5,0.0,,1.0,1,1,1.0,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3,Aroleap,Medical/Health,Bangalore,Karnataka,Middle,,,10.0,0.0,10.0,400.0,10.0,200.0,5.0,0.0,,4.0,1,1,1.0,3,3.0,,0,Male Team,0.0,0.0,2.5,0.0,2.5,0.0,2.5,2.5
3,Cosmix,Medical/Health,,,Middle,70.0,,75.0,0.0,10.0,1000.0,10.0,1000.0,1.0,0.0,1.0,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Fabriclore,Beauty/Fashion,Jaipur,Rajasthan,Middle,,,100.0,0.0,6.87,687.0,0.0,0.0,,0.0,,,0,0,,3,3.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,PolishMePretty,Beauty/Fashion,Pune,Maharashtra,Young,,,0.0,0.0,2.5,10.0,2.5,10.0,25.0,0.0,,1.0,1,1,1.0,1,,1.0,0,Female Team,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
3,GridMats,Manufacturing,,,Middle,,,45.0,0.0,50.0,2500.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,UnclePetersPanCakes,F&B,"Kolkata,Varanasi","West Bengal,Uttar Pradesh",Middle,,,140.0,21.0,6.0,300.0,6.0,200.0,3.0,0.0,3.0,3.0,1,1,1.0,2,2.0,,0,Male Team,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
3,CreativeHatti,Business Services,Panchkula,Haryana,Middle,,,40.0,5.5,6.0,300.0,0.0,0.0,,0.0,,,0,0,,5,3.0,2.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,CandidMen,Beauty/Fashion,Bangalore,Karnataka,Middle,,,21.0,0.0,6.0,300.0,6.0,120.0,5.0,0.0,,2.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
3,Flyrobe,Beauty/Fashion,Delhi,Delhi,Middle,,16.0,29.0,6.3,5.0,500.0,5.0,125.0,4.0,0.0,,1.0,1,1,1.0,1,,1.0,0,Female Team,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3,WiseLife,Medical/Health,Gurugram,Haryana,Middle,,3.0,40.0,10.0,6.0,300.0,12.0,300.0,4.0,0.0,,4.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
3,Cervicheck,Medical/Health,Vadodara,Gujarat,Middle,,,0.0,0.0,7.5,500.0,7.5,150.0,5.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Eatverse,F&B,Kolkata,West Bengal,Middle,,,10.7,17.2,10.0,1000.0,0.0,0.0,,0.0,,,0,0,,3,3.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AvataarSkincare,Beauty/Fashion,Bhopal,Madhya Pradesh,Middle,87.0,,0.0,6.0,7.0,700.0,3.5,700.0,0.5,3.5,,2.0,1,1,1.0,1,,1.0,0,Female Team,0.0,0.0,1.75,1.75,0.0,0.0,0.0,0.0
3,ChalteFirteMangalkaryalay,Business Services,Latur,Maharashtra,Middle,,,0.0,0.0,20.0,200.0,0.0,0.0,,0.0,,,0,0,,3,2.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,KryzenBiotech,Other,Pune,Maharashtra,Middle,,,22.5,0.0,7.5,250.0,7.5,50.0,15.0,0.0,2.0,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0
3,FOMO,F&B,Bangalore,Karnataka,Young,50.0,,0.0,0.33999999999999997,3.5,87.5,3.5,58.33333333,6.0,0.0,,2.0,1,1,1.0,2,2.0,,0,Male Team,0.0,0.0,1.75,1.75,0.0,0.0,0.0,0.0
3,ModelVerse,Technology/Software,Kozhikode,Kerala,Young,,,0.0,0.0,2.5,25.0,2.5,25.0,10.0,0.0,,3.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.833,0.0,0.0,0.833,0.833,0.0
3,VikrantBikes,Vehicles/Electrical Vehicles,Satara,Maharashtra,Young,,,0.0,0.0,3.0,60.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,TheShellHair,Beauty/Fashion,Ajmer,Rajasthan,Young,,35.0,12.0,0.9730000000000001,3.0,100.0,3.0,100.0,3.0,0.0,,1.0,1,1,1.0,1,,1.0,0,Female Team,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3,Rize,F&B,Gurgaon,Haryana,Young,,,0.0,0.0,4.5,75.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,MEPACK,Business Services,Delhi,Delhi,Young,,,0.0,0.0,0.7,7.0,0.7,7.0,10.0,0.0,,2.0,1,1,1.0,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0
3,BaccaBucci,Beauty/Fashion,Delhi,Delhi,Young,55.0,,470.0,0.0,25.0,2500.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Vobble,Education/Kids,Bangalore,Karnataka,Middle,,,0.0,0.0,2.5,166.6666667,2.5,125.0,2.0,0.0,,1.0,1,1,1.0,2,,2.0,0,Female Team,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,BeUNatural,Beauty/Fashion,Delhi,Delhi,Middle,,25.0,40.0,2.8,6.0,240.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Erotissch,Beauty/Fashion,Agra,Uttar Pradesh,Middle,63.0,1.0,38.0,0.0,7.5,250.0,0.0,0.0,,0.0,,,0,0,,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Niblerzz,F&B,Mumbai,Maharashtra,Middle,,,1.6,0.55,5.0,166.6666667,1.0,20.0,5.0,4.0,,1.0,1,1,1.0,2,,2.0,0,Female Team,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,Sorich,F&B,Delhi,Delhi,Middle,48.0,,70.6,5.5,9.0,360.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,LittleBox,Beauty/Fashion,Guwahati,Assam,Middle,50.0,,360.0,20.0,7.5,750.0,7.5,300.0,2.5,0.0,,5.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,1.5,1.5,1.5,1.5,0.0,0.0,1.5,0.0
3,CremeCastle,F&B,Noida,Uttar Pradesh,Middle,65.0,,72.0,0.0,6.0,400.0,6.0,240.0,2.5,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
3,Namakwali,F&B,,Uttarakhand,Middle,,17.0,3.8,0.3,5.0,100.0,1.0,20.0,5.0,4.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,KariboCosmetics,Beauty/Fashion,Mumbai,Maharashtra,Young,60.0,50.0,8.0,0.0,8.0,160.0,0.0,0.0,,0.0,,,0,0,,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Deeva,Beauty/Fashion,Bangana,Himachal Pradesh,Middle,60.0,,70.0,5.8,20.0,500.0,7.5,125.0,6.0,12.5,,3.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.0,2.5,0.0,2.5,0.0,2.5
3,DesignTemplate,Technology/Software,Bid,Maharashtra,Middle,,,16.0,1.6,10.0,400.0,10.0,100.0,10.0,0.0,,1.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
3,Sama,Business Services,Delhi,"Delhi,Bihar,Kerala",Middle,,25.0,64.0,10.0,10.0,1000.0,10.0,666.6666667000001,1.5,0.0,,3.0,1,1,1.0,3,2.0,1.0,0,Mixed Team,3.3329999999999997,0.0,0.0,3.3329999999999997,0.0,3.3329999999999997,0.0,0.0
3,GoldenFeathers,Manufacturing,Jaipur,Rajasthan,Middle,,,15.0,0.0,50.0,1000.0,0.0,0.0,,0.0,,,0,0,,3,2.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Myracle.io,Technology/Software,Mumbai,Maharashtra,Middle,,,0.0,0.0,12.0,400.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cup-ji,F&B,Mumbai,Maharashtra,Middle,40.0,,6.2,0.35,5.0,100.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AToddlerThing,Beauty/Fashion,Coimbatore,Tamil Nadu,Middle,52.0,,47.8,7.3,8.0,400.0,4.0,200.0,2.0,4.0,3.0,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3,FlexifyMe,Medical/Health,Pune,Maharashtra,Middle,60.0,,0.0,3.3,10.0,500.0,5.0,378.7878788,1.32,5.0,,1.0,1,1,1.0,2,2.0,,0,Male Team,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Dharaksha,Other,Faridabad,Haryana,Middle,,,0.0,0.0,0.00125,0.125,0.00125,0.125,1.0,0.0,,5.0,1,1,1.0,2,2.0,,0,Male Team,0.0,0.00025,0.00025,0.00025,0.00025,0.00025,0.0,0.0
3,iDreamCareer,Technology/Software,"Delhi,Bangalore","Delhi,Karnataka",Middle,,,84.0,0.0,11.0,859.375,6.0,600.0,1.0,5.0,,2.0,1,1,1.0,2,2.0,,0,Male Team,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
3,RockPaperRum,Other,Mumbai,Maharashtra,Middle,,,0.0,0.0,5.0,250.0,2.0,200.0,1.0,3.0,,1.0,1,1,1.0,1,1.0,,0,Male Team,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Fit&Flex,F&B,Ahmedabad,Gujarat,Middle,,8.0,46.0,0.0,10.0,333.3333333,0.0,0.0,,0.0,,,0,1,0.0,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Sukham,Medical/Health,Delhi,Delhi,Middle,,,4.7,2.1,10.0,300.3003003,0.0,0.0,,0.0,,,0,0,,4,3.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Smotect,Medical/Health,Mumbai,Maharashtra,Middle,80.0,,28.1,10.0,10.0,1000.0,5.0,100.0,5.0,5.0,,1.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
3,Katidhan,Manufacturing,Bangalore,Karnataka,Middle,50.0,30.0,6.0,0.0,15.0,600.0,7.5,150.0,5.0,7.5,,1.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
3,NEMAAI,Technology/Software,Delhi,Delhi,Middle,,,0.0,0.03,8.0,160.0,4.0,50.0,8.0,4.0,,2.0,1,1,1.0,1,,1.0,0,Female Team,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3,MaplePods,Business Services,Delhi,Delhi,Middle,,,0.0,0.0,15.0,300.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SpecOps,Other,,,Middle,20.0,8.0,62.6,7.0,8.0,400.0,4.0,200.0,2.0,4.0,,2.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
3,KaabilKids,Technology/Software,Noida,Uttar Pradesh,Middle,,,0.0,2.9,7.0,350.0,5.0,200.0,2.5,2.0,,2.0,1,1,1.0,3,2.0,1.0,0,Mixed Team,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
3,OddGiraffe,Lifestyle/Home,Mumbai,Maharashtra,Middle,80.0,,41.0,2.7,7.5,100.0,0.0,0.0,,0.0,,,0,0,,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Nemocare,Medical/Health,"Hyderabad,Bangalore","Telangana,Karnataka",Middle,66.0,,9.0,0.0,10.0,400.0,2.0,298.5074627,0.67,8.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3,WhySoBlue,Beauty/Fashion,Mumbai,Maharashtra,Middle,,10.0,30.0,0.0,7.5,250.0,4.0,133.3333333,3.0,3.5,,1.0,1,1,1.0,2,,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
3,CoratiaTechnologies,Technology/Software,Rourkela,Odisha,Middle,,,12.8,0.0,8.0,800.0,8.0,800.0,1.0,0.0,,1.0,1,1,1.0,2,2.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
3,Coolant,Manufacturing,Noida,Uttar Pradesh,Middle,,,11.0,0.0,9.0,900.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Xmachines,Technology/Software,Hyderabad,Telangana,Middle,,,0.0,0.0,7.2,180.0,7.2,180.0,4.0,0.0,,2.0,1,1,1.0,1,1.0,,0,Male Team,3.6,0.0,0.0,0.0,0.0,3.6,0.0,0.0
3,Luvottica,Lifestyle/Home,Abohar,Punjab,Middle,80.0,30.0,10.0,0.0,20.0,200.0,0.0,0.0,,0.0,,,0,0,,1,1.0,,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,FarmDidi,F&B,"Amravati,Lucknow,Bahadurgarh","Maharashtra,Uttar Pradesh,Haryana",Middle,65.0,,6.0,1.0,5.0,250.0,10.0,100.0,10.0,0.0,,2.0,1,1,1.0,3,1.0,2.0,0,Mixed Team,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
3,Popcorn,F&B,Delhi,Delhi,Middle,65.0,15.0,18.0,0.0,7.5,100.0,7.5,50.0,15.0,0.0,3.0,1.0,1,1,1.0,1,1.0,,0,Male Team,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Prorata,Business Services,Bangalore,Karnataka,Middle,,,0.0,0.0,10.0,500.0,5.0,50.0,10.0,5.0,,2.0,1,1,1.0,1,1.0,,0,Male Team,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0
3,Indigifts,Business Services,Jaipur,Rajasthan,Middle,75.0,,74.0,7.6,5.0,250.0,5.0,125.0,4.0,0.0,,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0
